Id,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
994, on 02/07/12 20:08 PM (PST),ilab ,2002 Dodge Neon Sedan SE 4dr Sedan (2.0L 4cyl 5M),Not So Great...," My dad bought the car 1 year used in 2003, at about 20k. He drove it until last year, then I took over it when he passed away... After 114k, I got rid of it this year. Our family has had its roots in Chrysler vehicles since the 1940s, but this car as been by far the worst. The average MPG that both my dad and I got was less than the EPA estimated CITY MPG of 24! We were both very conservative drivers. Next problem was that the transmission had to be completely rebuilt twice! It needed new brakes about 3 times a year; the rear suspension needed replaced. It had some bad electronic problems, as well as stupid problems. The safety rating for this is horrible as well. Dont buy one of these.",2.375
995, on 08/29/10 23:23 PM (PDT),MrOtoko ,2002 Dodge Neon Sedan 4dr Sedan (2.0L 4cyl 5M),Dodge this Neon," Bought this car w/salvage title. Owned since 04, and put 75k mi on it (113k total now). There seem to be a lot of technical problems with it, but I'm not sure if that is due to the salvage title. Can't mess with the tranny or it will go out. Most everything went out by 100k. AC is cold, but I think I have radiator fan problems so it overheats. Mechs say its an O-ring problem but they are WRONG all the time (already fixed that 3 times!!! and still overheating - even when idle and no AC on. Car was discontinued for a reason. ",3.5
996, on 01/12/10 15:58 PM (PST),MIASXT 02 ,2002 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Better Than My Honda!!!," This car is great, bought it for 2300 with 97000 miles. Original owner. The car is in great condition. The Shocks were squeaking but I put grease on them and haven't made a sound. This car really is great. Easy fixes as well. Everyone that complains about this car either bought if from a shady dealer, or someone who doesn't take care of their cars. Very fun and reliable. Now I have heard that the automatics do have some problems with the transmission, so I say its time to learn how to drive a manual. ",4.875
997, on 12/29/09 03:23 AM (PST),kandi ,2002 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),last neon I will ever own," Not very pleased with the overall performance of this vehicle, I had a previous 96 Neon that I enjoyed driving, was a fun and fast car with great fuel economy, especially for a Dodge product. This '02 has been in twice for the transmission, and the same part is broke again, it has developed an oil leak since my last oil change, and the value has dropped greatly in the past few months leaving me upside down in a car about the break.  ",2
998, on 12/06/09 18:44 PM (PST),tony nuccio ,2002 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),happy in fresno, happy with the car but disappointed that the paint did not hold it color though the years.,4.625
999, on 12/01/09 09:23 AM (PST),Robert ,2002 Dodge Neon Sedan R/T 4dr Sedan (2.0L 4cyl 5M),The silver bullet," in 2006 i bought a 02 r/t with 150k i have never had a problem out of the car and the previouse owner did not either. in fact the factory battery last up till the spring of 09. car is fun to drive very comforatable inside. has decent acceleration, not so bad MPG. for how much they cast it is a great car. beats the cost to own a 00- 03 civic to!",4.5
1000, on 07/23/09 04:59 AM (PDT),Mags ,2002 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Continuous Headache," I have had multiple problems with this car ever since I bought it. A few months after I got it, we had heavy rains and I discovered it leaks around the tires, the belts squeal when they get wet (going through a puddle on the road), and it smelled (probably from previous owner). The CD player is temperamental, the automatic starter rarely works, and I have had multiple transmission problems.  Had to completely replace it this past spring, and now the gears don't line up quite right. Not to mention the alloy wheel rims will dent on the slightest hole, and rims were impossible to find because of the size. Cute car. Fun to drive. Not worth the headache!",2.875
1001, on 05/25/09 06:51 AM (PDT),First Car ,2002 Dodge Neon Sedan 4dr Sedan (2.0L 4cyl 5M),Looks may be deceiving," I bought the car in 2007 with 82,000 miles on it. Had problems frequently with it. First brakes, then the transmission. Engine light has always been on and off. Now engine makes a loud noise when the A/C is on. First car so i don't know what to think except the person before me beat on it. I've had the electric randomly go out on my car several times for a significant amount of time and then come back on. Car hasa mind of its own. Love the interior/exterior design. The mechanics need improvement. I probably would not ever buy a neon again based on previous experiences.",3.75
1002, on 05/14/09 13:26 PM (PDT),Vasha20 ,2002 Dodge Neon Sedan 4dr Sedan (2.0L 4cyl 5M),Beware of Bad Transmission," bought my neon at a cheaper type of lot it was 5 yrs old with 75000 miles. Red Flag should of went up when they said no warrenty not even 30 days. It took 2 months a hose ripped off the radiator and stripped it so it needed a new radiator. $400.00. then after 1 year  the transmission when out.  This was not cheap, $2,400. The mechanic says neons have a transmission flaw with this year.  Even after it was fixed,  the transmission acted funny every time  the air conditioner was on.  So I don't use the air conditioner anymore. I don't think the car will last much longer. I wouldn't even give it to a kid.  If you have a neon get rid of it after it is 5 years old.  These are throw away cars.",1.25
1003, on 03/14/09 15:33 PM (PDT),Hikerman95 ,2002 Dodge Neon Sedan R/T 4dr Sedan (2.0L 4cyl 5M),Please stay away from Neons.," I traded my Jeep Cherokee for a 2002 Neon R/T 4 cyl 5 speed. bad move. the gas milage was better, but the car was not. The wheel bearing needed replacing, all my electronics shut off one day on the highway, including my spedometer and gauges, on top of that, my e-brake failed, and the brakes were trash. I was just in an accident yesterday, and the whole front end was demolished. (at 25 mph) The airbags never deployed, and the brakes didnt want to work til the last second when it was too late. do yourself a favor and stay away from Neons. I thought the R/T would be a good one, but I was wrong. Thanks dodge. ",2
1004, on 01/07/09 11:54 AM (PST), Miss ,2002 Dodge Neon Sedan ES 4dr Sedan (2.0L 4cyl 5M),My Blue Boy," I bought my 2002 in 2002, brand new. I love the way it handles and I love the mileage. I've had problems with transmission and just recently one of my back brakes. But it's all wear and tear. Now it's fine and rides great. It handles great in any weather. I got a total of 137,000 miles and it's still going. ",1
1005, on 09/10/08 14:11 PM (PDT),susan ,2002 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),great to problems, I bought my 2002 sxt 4dr Dodge neon it was awesome. It could handle any weather situation and drove like a dream. After the 2nd year the back bumper faded. Now it has hit its sixth year the warranties are gone and the transmission went out without warning. I had it diagnosed the week before because my deduction pump when out which caused my engine light to go off. No sign of the trans going. The shop I took it to said that the day it had went out it showed 7 codes. ,4.25
1006, on 07/25/08 19:50 PM (PDT),Love this car ,2002 Dodge Neon Sedan 4dr Sedan (2.0L 4cyl 5M),Love this car," I loved this car I never had a problem with it. I owned it for eight months and put 45,000 miles on it. I was not good to it. I never change the oil on time. I drove a lot of dirt roads. It never failed me. It was one of my fav.",5
1007, on 07/16/08 16:32 PM (PDT),Court920 ,2002 Dodge Neon Sedan ES 4dr Sedan (2.0L 4cyl 5M),Very reliable car," I bought my neon used, i loved the thing, i never had any problems with it. I bought a Mazda and had so many problems with it, i wish i would have kept my neon!",4.75
1008, on 07/11/08 11:28 AM (PDT),Wooolstun ,2002 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Still kicking like Bruce Lee!," I have been driving my Neon SXT since 2002 when I bought it and have YET to put a penny in to it, other than tires and brakes.  The gas mileage is incredible.  With today's gas prices, I put $15 in my tank and get to and from work for 4 days, and it's a 30 minute highway drive.  As far as the interior comfort, I am 6' 7"" and fit surprisingly comfortably.  Most controls are easily accessible, except maybe the cd changer.  The exterior, despite your normal dings, still looks good.  I still look at it after a good wash and wax and think ""wow, looks pretty good"".  My overall impression is a positive one.  If you keep up with routine maintenance, this car should be good to you!",4.625
1009, on 06/25/08 17:18 PM (PDT),Jen ,2002 Dodge Neon Sedan SXT 4dr Sedan (2.0L 4cyl 5M),Great , I have had my neon for 3 years I absolutely loved it for the looks and the way it drove but the most important part of the car was the safety of the car. Yesterday I was in a car accident . A car ran a red light and hit me in the driver side door  going 45 mph in a large van. I was surprised how well the car held up my only injuries are cuts from the broken glass. I'm sure going to miss my car ,4.75
1010, on 03/29/08 15:05 PM (PDT),"um, idk. its... um ",2002 Dodge Neon Sedan 4dr Sedan (2.0L 4cyl 5M),it's o.k I guess," O. K, I have a 2002 Dodge neon. My brother gave it to me because the tranny went out. So I got it rebuilt for 1500 dollars. Now I still have it, when I turn sharply enough the engine light comes on, then goes off when I straighten up. It shakes bad on the highway and when I get to 55. The alternators going up, hopefully no time soon, but the lights on. Um, I got a performance muffler and took the airbox off and a performance air filter, so when I give it some gas it sounds excellent; for a 4 cylinder. My recommendation though... Get another car. Why spend 3250 on this when you can get a civic or something?",2.625
1011, on 02/09/08 21:32 PM (PST),Good Times Ride ,2002 Dodge Neon Sedan SE 4dr Sedan (2.0L 4cyl 5M),Excellent Car, This fun car has given a bargain for my dollar. It is well designed for a commuter car. No problems other than normal use repairs. Great car for the price.  Need to have more of them for our  expensive economy. It's confy an stylish as well.,5
1012, on 10/01/07 12:28 PM (PDT),An-Drew Boger ,2002 Dodge Neon Sedan R/T 4dr Sedan (2.0L 4cyl 5M),Wonderful baby," Wonderful baby.  I had a 1995 coupe and it sold me to purchase this 2002 sedan r/t. I love everything about it. Great car for interior and exterior room, gas mileage, handling and head-room. This is a very stylish car too. The price for this car is great for everyones average budget. I strongly recommend it for everyone.  ",5
1013, on 07/20/07 05:42 AM (PDT),Alexis ,2002 Dodge Neon Sedan SE 4dr Sedan (2.0L 4cyl 5M),Reliable Transportation," I've had my car for five years and have had very few problems. It does great on the highway. The only problem I have with it is when the air conditioning is on the acceleration is decreased, but I think this is due to a less powerful engine. I've gotten into a couple of accidents in this car and was pleasantly surprised that there was barely a scratch on my car. I would reccomend this car to anyone who needs affordable a to b transportation. ",4.25
1014, on 06/05/07 23:45 PM (PDT),carnut ,2002 Dodge Neon Sedan ES 4dr Sedan (2.0L 4cyl 5M),Best Used Car for the Money," I think that these Neons get a lot of negative publicity because of the Toyota/Nissan/Honda owners out there. For a used car though, I would rather buy a Neon for $4,000 than an Import for $7,000 any day.  You can't beat it for the value and the more I drive mine, the more I like it.  Mind you, it isn't worth buying new and if I did, I'd buy the Honda Civic but resale value works in favor of the used car buyer too, and I lucked out with my Neon.  I would definitely buy the Used Neon over the Used Civic any day.",4.25
1015, on 01/18/07 11:34 AM (PST),Janice ,2002 Dodge Neon Sedan SE 4dr Sedan (2.0L 4cyl 5M),Horrible Car," I am constantly having to take this car into the shop for brakes to get fixed over and over again. My Insurance told me that they had to raise my insurance because of the type of car. They said if I was ever involved in an accident the car would pretty much be totaled because it was made cheap. I also though having a smaller car would mean better gas, boy was I wrong. I am trying to get rid of it ASAP. For anyone looking, do not buy, it is terrible.",1.75
